
112197632 bytes (112 MB) copied, 1.008289 s, 111 MB/s
4934598656 bytes (4.9 GB) copied, 44.195483 s, 112 MB/s
5046796288 bytes (5.0 GB) copied, 45.199442 s, 112 MB/s
5158993920 bytes (5.2 GB) copied, 46.202933 s, 112 MB/s
5271191552 bytes (5.3 GB) copied, 47.207522 s, 112 MB/s
5383389184 bytes (5.4 GB) copied, 48.211940 s, 112 MB/s
5495586816 bytes (5.5 GB) copied, 49.217459 s, 112 MB/s
5607784448 bytes (5.6 GB) copied, 50.221957 s, 112 MB/s
5719982080 bytes (5.7 GB) copied, 51.226200 s, 112 MB/s
5832179712 bytes (5.8 GB) copied, 52.229971 s, 112 MB/s
5944377344 bytes (5.9 GB) copied, 53.233766 s, 112 MB/s
6056574976 bytes (6.1 GB) copied, 54.237873 s, 112 MB/s
6168772608 bytes (6.2 GB) copied, 55.241339 s, 112 MB/s
6280970240 bytes (6.3 GB) copied, 56.244773 s, 112 MB/s
6393167872 bytes (6.4 GB) copied, 57.248063 s, 112 MB/s
6505365504 bytes (6.5 GB) copied, 58.252093 s, 112 MB/s
6617563136 bytes (6.6 GB) copied, 59.255814 s, 112 MB/s
6729760768 bytes (6.7 GB) copied, 60.259104 s, 112 MB/s
6841958400 bytes (6.8 GB) copied, 61.263968 s, 112 MB/s
6954156032 bytes (7.0 GB) copied, 62.268609 s, 112 MB/s
7066353664 bytes (7.1 GB) copied, 63.272752 s, 112 MB/s
7178551296 bytes (7.2 GB) copied, 64.277047 s, 112 MB/s
7290748928 bytes (7.3 GB) copied, 65.281166 s, 112 MB/s
7402946560 bytes (7.4 GB) copied, 66.285564 s, 112 MB/s
7515144192 bytes (7.5 GB) copied, 67.289733 s, 112 MB/s
7627341824 bytes (7.6 GB) copied, 68.293673 s, 112 MB/s
7739539456 bytes (7.7 GB) copied, 69.297036 s, 112 MB/s
7851737088 bytes (7.9 GB) copied, 70.300582 s, 112 MB/s
7963934720 bytes (8.0 GB) copied, 71.303536 s, 112 MB/s
8076132352 bytes (8.1 GB) copied, 72.307616 s, 112 MB/s
8188329984 bytes (8.2 GB) copied, 73.312609 s, 112 MB/s
8300527616 bytes (8.3 GB) copied, 74.316751 s, 112 MB/s
8412725248 bytes (8.4 GB) copied, 75.320591 s, 112 MB/s
8524922880 bytes (8.5 GB) copied, 76.324142 s, 112 MB/s
8637120512 bytes (8.6 GB) copied, 77.327970 s, 112 MB/s
8749318144 bytes (8.7 GB) copied, 78.332038 s, 112 MB/s
8861515776 bytes (8.9 GB) copied, 79.336745 s, 112 MB/s
8973713408 bytes (9.0 GB) copied, 80.341115 s, 112 MB/s
9085911040 bytes (9.1 GB) copied, 81.344867 s, 112 MB/s
9198108672 bytes (9.2 GB) copied, 82.348831 s, 112 MB/s
9310306304 bytes (9.3 GB) copied, 83.352823 s, 112 MB/s
9422503936 bytes (9.4 GB) copied, 84.356493 s, 112 MB/s
9534701568 bytes (9.5 GB) copied, 85.360816 s, 112 MB/s
9646899200 bytes (9.6 GB) copied, 86.364324 s, 112 MB/s
9759096832 bytes (9.8 GB) copied, 87.367701 s, 112 MB/s
9871294464 bytes (9.9 GB) copied, 88.372026 s, 112 MB/s
9983492096 bytes (10 GB) copied, 89.375963 s, 112 MB/s
10095689728 bytes (10 GB) copied, 90.379611 s, 112 MB/s
10207887360 bytes (10 GB) copied, 91.384153 s, 112 MB/s
10320084992 bytes (10 GB) copied, 92.388170 s, 112 MB/s
10432282624 bytes (10 GB) copied, 93.392620 s, 112 MB/s
10000+0 records in
10000+0 records out
10485760000 bytes (10 GB) copied, 93.8726 s, 112 MB/s
